Overview,Series_Title,Released_Year
"Actuando bajo la portada de un productor de Hollywood que explora un lugar para una película de ciencia ficción, un agente de la CIA lanza una operación peligrosa para rescatar a seis estadounidenses en Teherán durante la crisis de rehenes de los Estados Unidos en Irán en 1979.",Argo,2012
"Una comedia romántica poco convencional sobre una mujer que no cree que exista el amor verdadero, y el joven que se enamora de ella.",(500) Days of Summer,2009
"Mientras Harry, Ron y Hermione corren contra el tiempo y el mal para destruir los Horcruxes, descubren la existencia de los tres objetos más poderosos en el mundo mágico: las santuario de la muerte.",Harry Potter and the Deathly Hallows: Part 1,2010
"Un niño de cinco años desarrolla una relación con Ponyo, una joven princesa de peces dorados que anhela convertirse en un humano después de enamorarse de él.",Gake no ue no Ponyo,2008
Un recuento dramático de las entrevistas televisivas posteriores a Watergate entre el presentador británico de entrevistas David Frost y el ex presidente Richard Nixon.,Frost/Nixon,2008
"Cuando se roba una máquina que permite a los terapeutas ingresar a los sueños de sus pacientes, todo el infierno se desata.Solo una joven terapeuta, Paprika, puede detenerlo.",Papurika,2006
La Madre Christine Collins (Angelina Jolie) se enfrenta a L.A.P.D.en detrimento de su propio detrimento cuando intenta pasar un impostor obvio como su hijo desaparecido.,Changeling,2008
Dos alumnos de octavo grado comienzan a sentirse el uno por el otro a pesar de ser un total de opuestos.,Flipped,2010
Una chica de secundaria llamada Makoto adquiere el poder de viajar en el tiempo y decide usarlo para sus propios beneficios personales.Poco sabe ella que está afectando la vida de los demás tanto como es suya.,Toki o kakeru shôjo,2006
"Una batalla entre las dos mentes más grandes del mundo comienza cuando Light Yagami encuentra la nota de muerte, un cuaderno con el poder de matar, y decide librar al mundo de los delincuentes.",Death Note: Desu nôto,2006
"Un niño se hace amigo de una pandilla de skinheads.Los amigos pronto se vuelven familiares, y las relaciones serán empujadas al límite.",This Is England,2006
Se selecciona un joven programador para participar en un experimento innovador en inteligencia sintética evaluando las cualidades humanas de un humanoide altamente avanzado A.I.,Ex Machina,2014
"Un gerente de un orfanato en India se envía a Copenhague, Dinamarca, donde descubre un secreto familiar que altera la vida.",Efter brylluppet,2006
Basado en los eventos del brutal dictador ugandés Idi Amin el visto por su médico personal durante la década de 1970.,The Last King of Scotland,2006
"A fines de la década de 1960/principios de la década de 1970, un dibujante de San Francisco se convierte en un detective aficionado obsesionado con rastrear al asesino del zodiaco, un individuo no identificado que aterroriza el norte de California con una juerga asesinada.",Zodiac,2007
"Un caso de identidad errónea tierna a Slevin en medio de una guerra trazada por dos de los jefes criminales más rivales de la ciudad.Bajo vigilancia constante por el detective Brikowski y el asesino Goodkat, debe conseguirlos antes de que lo obtengan.",Lucky Number Slevin,2006
"En diciembre de 1914, una tregua navideña no oficial en el frente occidental permite a los soldados de los lados opuestos de la Primera Guerra Mundial obtener información sobre la forma de vida del otro.",Joyeux Noël,2005
"Un perfil de Ian Curtis, el enigmático cantante de Joy Division cuyos problemas personales, profesionales y románticos lo llevaron a suicidarse a la edad de 23 años.",Control,2007
"El Rapunzel de pelo largo mágicamente ha pasado toda su vida en una torre, pero ahora que un ladrón fugitivo se ha topado con ella, está a punto de descubrir el mundo por primera vez y quién es realmente.",Tangled,2010
"En los Países Bajos ocupados por los nazíes durante la Segunda Guerra Mundial, un cantante judío se infiltra en la sede regional de Gestapo para la resistencia holandesa.",Zwartboek,2006
La historia de una relación prohibida y secreta entre dos vaqueros y sus vidas a lo largo de los años.,Brokeback Mountain,2005
Un pequeño ranchero acepta mantener un forajido capturado que está esperando un tren para ir a la corte en Yuma.Se produce una batalla de testamentos cuando el forajido intenta psiquiñar al ranchero.,3:10 to Yuma,2007
"Los ciudadanos de Los Ángeles con vidas muy separadas chocan en las historias de raza, pérdida y redención.",Crash,2004
"En Shanghai, China, en la década de 1940, un aspirante a gángster aspira a unirse a la notoria ""pandilla del shele"", mientras que los residentes de un complejo de viviendas exhiben poderes extraordinarios para defender su césped.",Kung fu,2004
"Cuando Jason Bourne está enmarcado para una operación de la CIA que salió mal, se ve obligado a reanudar su vida anterior como asesino entrenado para sobrevivir.",The Bourne Supremacy,2004
Un trabajador industrial que no ha dormido en un año comienza a dudar de su propia cordura.,The Machinist,2004
"La historia de la vida y la carrera del legendario músico de ritmo y blues Ray Charles, desde sus humildes comienzos en el sur, donde se quedó ciego a los siete años, hasta su ascenso meteórico al estrellato durante las décadas de 1950 y 1960.",Ray,2004
Una estrella de cine desvaída y una joven descuidada forman un vínculo poco probable después de cruzar caminos en Tokio.,Lost in Translation,2003
"Harry Potter se encuentra compitiendo en un torneo peligroso entre las escuelas de magia rivales, pero está distraído por las pesadillas recurrentes.",Harry Potter and the Goblet of Fire,2005
"En la Ciudad de México, un ex operativo de la CIA jura venganza por aquellos que cometieron un acto indescriptible contra la familia que fue contratado para proteger.",Man on Fire,2004
"Una niña aventurera de 11 años encuentra otro mundo que es una versión extrañamente idealizada de su hogar frustrante, pero tiene secretos siniestros.",Coraline,2009
Un asesor militar estadounidense abraza la cultura samurai que fue contratado para destruir después de ser capturado en la batalla.,The Last Samurai,2003
Tres jóvenes mujeres irlandesas luchan por mantener su espíritu mientras soportan el abuso deshumanizante como reclusos de un asilo de hermanas Magdalene.,The Magdalene Sisters,2002
"En 1990, para proteger a su madre frágil de un shock fatal después de un coma largo, un joven debe evitar que se entere de que su amada nación de Alemania Oriental, ya que sabía que ha desaparecido.",Good Bye Lenin!,2003
"Una familia de inmigrantes irlandeses se adapta a la vida en las calles malas de Hell's Kitchen, al tiempo que duele la muerte de un niño.",In America,2002
Un hombre con discapacidad mental lucha por la custodia de su hija de 7 años y en el proceso le enseña a su abogado fríos el valor del amor y la familia.,I Am Sam,2001
Un guionista de Lovelorn se desespere cuando intenta y no se adapta a 'The Orchid Thief' de Susan Orlean para la pantalla.,Adaptation.,2002
160 soldados estadounidenses de élite caen en Somalia para capturar a dos tenientes principales de un señor de la guerra renegado y se encuentran en una batalla desesperada con una gran fuerza de somalíes fuertemente armados.,Black Hawk Down,2001
"El hijo de un ejecutor de la mafia es testigo de un asesinato, obligándolo a él y a su padre a tomar el camino, y su padre por un camino de redención y venganza.",Road to Perdition,2002
"Durante dos semanas, se contratan 20 participantes masculinos para jugar prisioneros y guardias en una prisión.Los ""prisioneros"" tienen que seguir reglas aparentemente leves, y se les dice a los ""guardias"" que retengan el orden sin usar violencia física.",Das Experiment,2001
Un joven talentoso se vuelve dividido entre su inesperado amor por la danza y la desintegración de su familia.,Billy Elliot,2000
Una cantante de punk-rock de género de East Berlin gira a los Estados Unidos con su banda mientras cuenta su historia de vida y sigue al ex amante/compañero de banda que robó sus canciones.,Hedwig and the Angry Inch,2001
Danny Ocean y sus diez cómplices planean robar tres casinos de Las Vegas simultáneamente.,Ocean's Eleven,2001
"Cuando una niña es secuestrada por un vampiro, se contrata a un legendario cazarrecompensas para traerla de regreso.",Vampire Hunter D: Bloodlust,2000
"En el sur profundo durante la década de 1930, tres convictos escaparon buscan un tesoro escondido mientras un derecho implacable los persigue.","O Brother, Where Art Thou?",2000
"Neal Oliver, un joven muy confundido y un artista, hace un viaje de su vida en una autopista i60 que no existe en ninguno de los mapas, yendo a los lugares de los que nunca ha oído hablar, buscando una respuesta y su dreamgirl.",Interstate 60: Episodes of the Road,2002
"Cuando Stan Marsh y sus amigos van a ver una película con clasificación R, comienzan a maldecir y sus padres piensan que Canadá tiene la culpa.","South Park: Bigger, Longer & Uncut",1999
Tres trabajadores de la compañía que odian sus trabajos deciden rebelarse contra su codicioso jefe.,Office Space,1999
"La vida de varias personas se entrelazan a medida que avanzan en sus propias formas únicas, participar en la sociedad de los actos en su conjunto podría encontrar inquietante en una búsqueda desesperada de la conexión humana.",Happiness,1998
Un policía novato pasa su primer día como oficial de narcóticos de Los Ángeles con un detective deshonesto que no es lo que parece ser.,Training Day,2001
El rey extracurricular de la escuela preparatoria de Rushmore se pone en libertad condicional académica.,Rushmore,1998
"Un hombre muy guapo encuentra el amor de su vida, pero sufre un accidente y necesita ser reconstruido con la cara por cirugía después de que esté severamente desfigurado.",Abre los ojos,1997
Un titiritero descubre un portal que lleva literalmente a la cabeza de la estrella de cine John Malkovich.,Being John Malkovich,1999
"Una madre soltera y una camarera, una autora misantrópica y un artista gay forman una amistad poco probable después de que el artista sea agredido en un robo.",As Good as It Gets,1997
"En el colorido futuro, un taxista involuntariamente se convierte en la figura central en la búsqueda de un arma cósmica legendaria para mantener a raya al mal y al Sr. Zorg.",The Fifth Element,1997
"Algunos amigos tienen una cena semanal de tontos, donde cada uno trae un tonto.Pierre encuentra un tonto campeón para la próxima cena.Sorpresa.",Le dîner de cons,1998
"Un agente encubierto del FBI se infiltra en la mafia y se encuentra identificando más con la vida de la mafia, a expensas de su habitual.",Donnie Brasco,1997
"El pianista David Helfgott, impulsado por su padre y maestros, tiene un colapso.Años más tarde regresa al piano, a la popular aclamación, si no crítica.",Shine,1996
"Un altar es acusado de asesinar a un sacerdote, y la verdad está enterrada varias capas de profundidad.",Primal Fear,1996
"Hamlet, príncipe de Dinamarca, regresa a casa para encontrar a su padre asesinado y su madre volviendo a casar al asesino, su tío.Mientras tanto, la guerra se está gestando.",Hamlet,1996
Una niña es relegada a la servidumbre en un internado cuando su padre desaparece y se presume muerta.,A Little Princess,1995
"Este drama criminal de Hong Kong sigue la vida de un asesino a sueldo, con la esperanza de salir del negocio y su esquiva socia femenina.",Do lok tin si,1995
"Un cartero italiano simple aprende a amar la poesía mientras entrega correo a un poeta famoso, y luego lo usa para cortejar la belleza local Beatrice.",Il postino,1994
"Un día en la vida de dos empleados de conveniencia llamados Dante y Randal mientras molestan a los clientes, discuten películas y juegan hockey en el techo de la tienda.",Clerks,1994
La vida cotidiana de varios residentes suburbanos de Los Ángeles.,Short Cuts,1993
"Cuando un hombre con VIH es despedido por su bufete de abogados debido a su condición, contrata a un abogado homofóbico de pequeño tiempo como el único defensor dispuesto por una demanda por despido injustificada.",Philadelphia,1993
Los personajes de Muppet cuentan su versión de la historia clásica de una vieja y amarga redención de Miser en la víspera de Navidad.,The Muppet Christmas Carol,1992
"La epopeya biográfica del controvertido e influyente líder nacionalista negro, desde su vida temprana y carrera como un gángster pequeño, hasta su ministerio como miembro de la nación del Islam.",Malcolm X,1992
Tres cazadores protegen a las hijas de un coronel británico en medio de la guerra francesa e india.,The Last of the Mohicans,1992
"En la década de 1930, Italia, un veterano piloto de la Primera Guerra Mundial está maldecida para parecer un cerdo antropomórfico.",Kurenai no buta,1992
Un examen de las maquinaciones detrás de escena en una oficina de bienes raíces.,Glengarry Glen Ross,1992
El teniente del abogado militar Daniel Kaffee defiende a los marines acusados de asesinato.Sostienen que estaban actuando bajo órdenes.,A Few Good Men,1992
Una ama de casa que no está contenta con su vida se hace amiga de una anciana en un hogar de ancianos y está cautivada por los cuentos que cuenta de personas que solía conocer.,Fried Green Tomatoes,1991
Un reconocido dramaturgo de Nueva York se siente atraído a California para escribir para las películas y descubre la verdad infernal de Hollywood.,Barton Fink,1991
"Tom Reagan, asesor de un jefe del crimen de la era de la prohibición, trata de mantener la paz entre las turbas en guerra, pero queda atrapado en lealtades divididas.",Miller's Crossing,1990
Un detective que odia a Toon es la única esperanza de un conejo de dibujos animados de demostrar su inocencia cuando es acusado de asesinato.,Who Framed Roger Rabbit,1988
"Rex y Saskia, una joven pareja enamorada, están de vacaciones.Se detienen en una estación de servicio ocupada y Saskia es secuestrada.Después de tres años y sin señales de Saskia, Rex comienza a recibir cartas del abductor.",Spoorloos,1988
"En 1969, dos actores desempleados que abusan de sustancias se retiran al campo para unas vacaciones que resultaron desastrosas.",Withnail & I,1987
La historia del emperador final de China.,The Last Emperor,1987
Un joven inglés lucha por sobrevivir bajo la ocupación japonesa durante la Segunda Guerra Mundial.,Empire of the Sun,1987
Un fraile intelectualmente innegador investiga una serie de misteriosas muertes en una abadía aislada.,Der Name der Rose,1986
El descubrimiento de un oído humano cortado que se encuentra en un campo lleva a un joven en una investigación relacionada con una hermosa y misteriosa cantante de clubes nocturnos y un grupo de delincuentes psicópatas que han secuestrado a su hijo.,Blue Velvet,1986
"En Nueva Jersey en 1935, un personaje de la película sale de la pantalla y entra en el mundo real.",The Purple Rose of Cairo,1985
Un procesador de palabras ordinario tiene la peor noche de su vida después de que acepta visitar a una niña en Soho a quien conoció esa noche en una cafetería.,After Hours,1985
"""Documental"" sobre un hombre que puede verse y actuar como quienquiera que esté cerca, y conoce a varias personas famosas.",Zelig,1983
Un abogado ve la oportunidad de salvar su carrera y su autoestima al llevar un caso de negligencia médica al juicio en lugar de establecerse.,The Verdict,1982
"Con la ayuda de la tripulación empresarial, el almirante Kirk debe detener a un antiguo némesis, Khan Noonien Singh, de usar el dispositivo Genesis generador de la vida como el arma definitiva.",Star Trek II: The Wrath of Khan,1982
Una veterana boina verde es forzada por un cruel sheriff y sus diputados a huir a las montañas y librar una creciente guerra de un solo hombre contra sus perseguidores.,First Blood,1982
"La muerte accidental del hijo mayor de una familia rica se tensa profundamente las relaciones entre la madre amarga, el padre bondadosa y el hijo menor lleno de culpa.",Ordinary People,1980
Un hombre que teme volar debe asegurarse de que un avión aterrice de manera segura después de que los pilotos se enferman.,Airplane!,1980
"Un ladrón apuesto, su pandilla de desesperados y un intrépido policía luchan por liberar a una princesa de las garras de un maldito con el maldito, y aprender el secreto oculto de un tesoro fabuloso al que tiene parte de una clave.",Rupan sansei: Kariosutoro no shiro,1979
"Quince años después de asesinar a su hermana en la noche de Halloween 1963, Michael Myers escapa de un hospital mental y regresa a la pequeña ciudad de Haddonfield, Illinois para matar nuevamente.",Halloween,1978
Un burócrata alquila un apartamento de París donde se encuentra atraído por una madriguera de la paranoia peligrosa.,Le locataire,1976
"En el zarista Rusia, un soldado neurótico y su primo lejano formulan una trama para asesinar a Napoleón.",Love and Death,1975
"En Nueva York, los hombres armados secuestran un auto de metro y exigen un rescate para los pasajeros.Incluso si se paga, ¿cómo podrían escapar?",The Taking of Pelham One Two Three,1974
"Para arruinar una ciudad occidental, un político corrupto nombra a un sheriff negro, que rápidamente se convierte en su adversario más formidable.",Blazing Saddles,1974
Un honesto policía de Nueva York llamado Frank Serpico sopla el silbato sobre la corrupción desenfrenada en la fuerza solo para que sus camaradas giren contra él.,Serpico,1973
Un agente secreto llega a una fortaleza de la isla de Opium Lord con otros combatientes para un torneo de artes marciales.,Enter the Dragon,1973
"Con la intención de ver el río Cahulawassee antes de que esté en exceso y convertirse en un lago, el fanático al aire libre Lewis Medlock lleva a sus amigos en un viaje en canoa que nunca olvidarán en el peligroso fondo estadounidense.",Deliverance,1972
Un par de policías de Nueva York en la Oficina de Narcóticos se topan con un trabajo de contrabando de drogas con una conexión francesa.,The French Connection,1971
"Cuando un loco que se llama a sí mismo ""el asesino de Escorpio"" amenaza a la ciudad, el inspector de policía de San Francisco ""sucio"", Harry Callahan, se asigna a rastrear y descubrir el psicópata enloquecido.",Dirty Harry,1971
"Los agentes aliados organizan una atrevida incursión en un castillo donde los nazis tienen al general de brigada estadounidense George Carnaby Prisoner, pero eso no es todo lo que realmente está sucediendo.",Where Eagles Dare,1968
"Dos amigos intentan compartir un apartamento, pero sus ideas de limpieza y estilos de vida son tan diferentes como la noche y el día.",The Odd Couple,1968
"Durante la Segunda Guerra Mundial, a una rebelde especialidad del ejército de los EE. UU. Se le asigna una docena de asesinos condenados para entrenar y llevarlos a una misión de asesinato masivo de oficiales alemanes.",The Dirty Dozen,1967
Una joven ama de casa joven decide pasar las tardes de mitad de semana como prostituta.,Belle de jour,1967
"La historia de Sir Thomas More, que se enfrentó al rey Enrique VIII cuando el rey rechazó a la Iglesia Católica Romana para obtener un divorcio y volver a casarse.",A Man for All Seasons,1966
Una mujer repulsada por el sexo que desaprueba al novio de su hermana se hunde en la depresión y tiene horribles visiones de violación y violencia.,Repulsion,1965
Los soldados británicos superados en número luchan con los guerreros Zulu en la deriva de Rorke.,Zulu,1964
"Mientras investiga el contrabando de un magnate de oro, James Bond descubre un complot para contaminar la Reserva de Oro de Fort Knox.",Goldfinger,1964
Una rica socialité de San Francisco persigue a un novio potencial a una pequeña ciudad del norte de California que lentamente da un giro para lo extraño cuando las aves de todo tipo de repente comienzan a atacar a las personas.,The Birds,1963
La familia de un abogado es acosado por un hombre que una vez ayudó a poner en la cárcel.,Cape Fear,1962
"Un joven asesina a las mujeres, usando una cámara de cine para filmar sus expresiones moribundas de terror.",Peeping Tom,1960
Los campesinos mexicanos contratan a siete pateadores para liberar su aldea de los bandidos opresivos.,The Magnificent Seven,1960
Un cirujano causa un accidente que deja a su hija desfigurada y va a los extremos para darle una cara nueva.,Les yeux sans visage,1960
Un médico de la ciudad pequeña se entera de que la población de su comunidad está siendo reemplazada por duplicados alienígenas sin emociones.,Invasion of the Body Snatchers,1956
"Un joven rebelde con un pasado problemático llega a una nueva ciudad, encontrando amigos y enemigos.",Rebel Without a Cause,1955
Cinco criminales de Oddball que planean un robo de bancos en las salas de alquiler en un callejón sin salida de una viuda octogenaria con el pretexto de que son músicos clásicos.,The Ladykillers,1955
"Un Playboy se interesa en la hija del chofer de su familia, pero es su hermano más serio quien sería el mejor hombre para ella.",Sabrina,1954
"Un boxeador estadounidense retirado regresa a la aldea de su nacimiento en Irlanda, donde se enamora de una pelirroja enérgica cuyo hermano es despectivo de su unión.",The Quiet Man,1952
Un alienígena tierras y le dice a la gente de la tierra que deben vivir pacíficamente o ser destruidos como un peligro para otros planetas.,The Day the Earth Stood Still,1951
"En la Primera Guerra Mundial, África, un misionero de la lancha fluvial que ginete ginebra es persuadido por un misionero del estrecho para que use su bote para atacar un buque de guerra enemigo.",The African Queen,1951
Un jugador de pequeño tiempo contratado para trabajar en un casino de Buenos Aires descubre que la nueva esposa de su empleador es su antiguo amante.,Gilda,1946
Una colección de interpretaciones animadas de grandes obras de música clásica occidental.,Fantasia,1940
"Un científico encuentra una forma de volverse invisible, pero al hacerlo, se vuelve asesino.",The Invisible Man,1933
Un abogado de defensa corporativa asume una demanda ambiental contra una empresa química que expone una larga historia de contaminación.,Dark Waters,2019
"Después de que su hija adolescente desaparece, un padre desesperado intenta encontrar pistas en su computadora portátil.",Searching,2018
Un actor de televisión desvaído y su truco doble se esfuerzan por lograr la fama y el éxito en los últimos años de la Edad de Oro de Hollywood en 1969 Los Ángeles.,Once Upon a Time... in Hollywood,2019
Una pareja que atraviesa un divorcio debe unirse para encontrar a su hijo que ha desaparecido durante uno de sus amargos argumentos.,Nelyubov,2017
"Ubicada durante un verano, la película sigue a Moonee, de seis años, mientras cortea las travesuras y la aventura con sus compañeros de juego y los vínculos con su madre rebelde pero cariñosa, todo mientras vive en las sombras de Walt Disney World.",The Florida Project,2017
El abogado de defensa de derechos civiles de renombre mundial Bryan Stevenson trabaja para liberar a un prisionero de muerte condenado erróneamente.,Just Mercy,2019
"Frank, un hombre soltero que cria a su hijo, Mary, Mary, se siente atraída por una batalla de custodia con su madre.",Gifted,2017
Zak huye de su hogar de cuidado para hacer realidad su sueño de convertirse en un luchador.,The Peanut Butter Falcon,2019
Una joven española que recientemente se mudó a Berlín encuentra que su coqueteo con un chico local se vuelve potencialmente mortal cuando su noche con sus amigos revela un secreto peligroso.,Victoria,2015
"Cuando cinco niñas huérfanas son vistas inocentemente jugando con niños en una playa, sus tutores conservadores escandalizados las limitan mientras se organizan matrimonios forzados.",Mustang,2015
"Los Guardianes luchan por mantener juntos como equipo mientras tratan con sus problemas familiares personales, en particular el encuentro de Star-Lord con su padre el ambicioso ser ego celestial.",Guardians of the Galaxy Vol. 2,2017
"Después de ser obligado a trabajar para un jefe del crimen, un joven conductor de escapada se encuentra participando en un atraco condenado al fracaso.",Baby Driver,2017
"Basado en la verdadera historia de los Hotshots de Granite Mountain, un grupo de bomberos de élite que arriesgan todo para proteger una ciudad de un incendio forestal histórico.",Only the Brave,2017
"Durante la Guerra Fría, un abogado estadounidense es reclutado para defender un espía soviético arrestado en la corte, y luego ayudar a la CIA a facilitar un intercambio del espía para el piloto de plano de espía estadounidense U2 capturado soviético, Francis Gary Powers.",Bridge of Spies,2015
La familia Incredibles adquiere una nueva misión que implica un cambio en los roles familiares: Bob Parr (Sr. Incredible) debe manejar la casa mientras su esposa Helen (Elastigirl) sale a salvar el mundo.,Incredibles 2,2018
"En la antigua Polinesia, cuando una terrible maldición incurrida por el semidiós, Maui llega a la isla de Moana, ella responde al llamado del océano para buscar el semidiós para arreglar las cosas.",Moana,2016
Un agente idealista del FBI es alistado por un grupo de trabajo del gobierno para ayudar en la guerra creciente contra las drogas en el área fronteriza entre los Estados Unidos y México.,Sicario,2015
"El ex campeón mundial de peso pesado Rocky Balboa sirve como entrenador y mentor de Adonis Johnson, hijo de su difunto amigo y ex rival Apollo Creed.",Creed,2015
"En una ciudad costera rusa, Kolya se ve obligada a luchar contra el alcalde corrupto cuando se le dice que su casa será demolida.Recluta a un amigo abogado para que ayude, pero la llegada del hombre trae más desgracia para Kolya y su familia.",Leviafan,2014
Un padre divorciado y su ex hermano mayor recurren a un esquema desesperado para salvar el rancho de su familia en el oeste de Texas.,Hell or High Water,2016
"Un periodista político cansado del mundo recoge la historia de la búsqueda de una mujer de su hijo, que fue quitada hace décadas después de que quedó embarazada y se vio obligada a vivir en un convento.",Philomena,2013
Una nación creciente de simios evolucionados genéticamente dirigidos por César está amenazada por una banda de sobrevivientes humanos del virus devastador desatado una década antes.,Dawn of the Planet of the Apes,2014
Un detective busca el cuerpo de una mujer fatal que ha desaparecido de una morgue.,El cuerpo,2012
A S.W.A.T.El equipo queda atrapado en una vivienda dirigida por un mafioso despiadado y su ejército de asesinos y matones.,Serbuan maut,2011
"Se filmó al estilo documental, esta película sigue la rutina diaria de dos jóvenes policías en Los Ángeles que son socios y amigos, y qué sucede cuando se encuentran con fuerzas criminales más grandes que ellos.",End of Watch,2012
"La familia Clock son personas de cuatro pulgadas de altura que viven anónimamente en la residencia de otra familia, tomando prestados artículos simples para hacer su hogar.La vida cambia para los relojes cuando se descubre a su hija adolescente, Arrietty.",Kari-gurashi no Arietti,2010
Un músico ayuda a un joven cantante a encontrar fama a medida que la edad y el alcoholismo envían su propia carrera a una espiral descendente.,A Star Is Born,2018
Una terca adolescente solicita la ayuda de un duro mariscal de los Estados Unidos para localizar al asesino de su padre.,True Grit,2010
"La vida de dos familias danesas se cruzan entre sí, y una amistad extraordinaria pero arriesgada entra en un brote.Pero la soledad, la fragilidad y la tristeza están en espera.",Hævnen,2010
"Cuando un autor intelectual criminal usa un trío de chicas huérfanas como peones para un gran esquema, descubre que su amor lo está cambiando profundamente para mejor.",Despicable Me,2010
"Inspirada en una historia real, una comedia centrada en un tipo de 27 años que se entera de su diagnóstico de cáncer y su lucha posterior para vencer a la enfermedad.",50/50,2011
"Dave Lizewski es un estudiante de secundaria y fanático de los cómics desapercibidos que algún día decide convertirse en un superhéroe, a pesar de que no tiene poderes, capacitación o razón significativa para hacerlo.",Kick-Ass,2010
"La historia de dos hombres en diferentes lados de un motín de prisión: el recluso liderando la rebelión y el joven guardia atrapado en la revuelta, que se hace pasar por un prisionero en un intento desesperado de sobrevivir a la terrible experiencia.",Celda 211,2009
"El intento exitoso del gerente general de Oakland A, Billy Beane, de reunir un equipo de béisbol con un presupuesto esbelto empleando un análisis generado por computadora para adquirir nuevos jugadores.",Moneyball,2011
"Un brillante cirujano plástico, atormentado por tragedias pasadas, crea un tipo de piel sintética que resiste cualquier tipo de daño.Su conejillo de indias: una mujer misteriosa y volátil que tiene la llave de su obsesión.",La piel que habito,2011
"Un estudiante tímido que intenta comunicarse con su familia en Ohio, un tipo duro con armas que intenta encontrar el último Twinkie, y un par de hermanas que intentan llegar a un parque de diversiones unir fuerzas para viajar a través de una América llena de zombi.",Zombieland,2009
El experimento de un maestro de secundaria para demostrar a sus alumnos cómo es la vida bajo una dictadura gira horriblemente fuera de control cuando forma una unidad social con una vida propia.,Die Welle,2008
El detective Sherlock Holmes y su compañero incondicional Watson participan en una batalla de ingenio y fuerza con una némesis cuya trama es una amenaza para toda Inglaterra.,Sherlock Holmes,2009
"La historia de Michael Oher, un niño sin hogar y traumatizado que se convirtió en un jugador de fútbol estadounidense y selección de draft de la NFL de primera ronda con la ayuda de una mujer cariñosa y su familia.",The Blind Side,2009
Un profesor universitario viaja a la ciudad de Nueva York para asistir a una conferencia y encuentra a una joven pareja viviendo en su apartamento.,The Visitor,2007
Un hombre con un secreto fatídico se embarca en un viaje extraordinario de redención cambiando para siempre la vida de siete extraños.,Seven Pounds,2008
Un adolescente que muere durante el parto deja pistas en su diario que podría vincular a su hijo con una violación que involucra a una violenta familia de la mafia rusa.,Eastern Promises,2007
"En una ciudad del campo que bordea una tierra mágica, un joven promete a su amado que recuperará una estrella caída al aventurarse en el reino mágico.",Stardust,2007
"Un niño en un puesto avanzado medieval remoto bajo asedio de las redadas bárbaras se hace señas a la aventura cuando un célebre iluminador maestro llega con un libro antiguo, lleno de sabiduría secreta y poderes.",The Secret of Kells,2009
"Un detective de la policía, un ladrón de bancos y un corredor de alta potencia ingresan a negociaciones de alto riesgo después de la brillante de atraco de atracción del criminal en una situación de rehenes.",Inside Man,2006
"Dos detectives del área de Boston investigan el secuestro de una niña, que finalmente se convierte en una crisis tanto profesional como personalmente.",Gone Baby Gone,2007
"Biopía del icónico cantante francés Édith Piaf.Criado por su abuela en un burdel, fue descubierta mientras cantaba en una esquina de la calle a la edad de 19 años. A pesar de su éxito, la vida de Piaf estaba llena de tragedia.",La Vie En Rose,2007
"Una biografía del maestro de artes marciales chinas Huo Yuanjia, quien es el fundador y gurú espiritual de la Federación Deportiva Jin Wu.",Huo Yuan Jia,2006
"En Viena de principios de siglo, un mago usa sus habilidades para asegurar el amor de una mujer muy por encima de su posición social.",The Illusionist,2006
Un soldado descontento regresa a su ciudad natal para obtener incluso los matones que brutalizaron a su hermano con problemas mentales hace años.,Dead Man's Shoes,2004
"Cuando Harry Potter comienza su sexto año en Hogwarts, descubre un viejo libro marcado como ""la propiedad del Príncipe Malt-Blood"" y comienza a aprender más sobre el oscuro pasado de Lord Voldemort.",Harry Potter and the Half-Blood Prince,2009
El rey Leonidas de Esparta y una fuerza de 300 hombres luchan contra los persas en las termopílae en 480 a. C.,300,2006
"En un momento de inflexión de su vida, un ex profesional de tenis se enamora de una actriz que está saliendo con su amigo y pronto cuñado.",Match Point,2005
"En 1985, donde existen antiguos superhéroes, el asesinato de un colega envía vigilante activo Rorschach a su propia investigación en expansión, descubriendo algo que podría cambiar completamente el curso de la historia tal como la conocemos.",Watchmen,2009
"Un traficante de armas se enfrenta a la moralidad de su trabajo, ya que está siendo perseguido por un agente de Interpol.",Lord of War,2005
"Dos extraños se despiertan en una habitación sin recordar cómo llegaron allí, y pronto descubren que son peones en un juego mortal perpetrado por un notorio asesino en serie.",Saw,2004
"Un director de teatro lucha con su trabajo y las mujeres en su vida, ya que crea una réplica de tamaño natural de la ciudad de Nueva York dentro de un almacén como parte de su nueva obra.","Synecdoche, New York",2008
"Un estafador adolescente y un joven obsesionado con secuestros alienígenas cruzan caminos, juntos descubriendo una verdad horrible y liberadora.",Mysterious Skin,2004
"Como adultos, los mejores amigos Julien y Sophie continúan el extraño juego que comenzaron cuando eran niños, una competencia intrépida para superarse unos a otros con acrobacias atrevidas e escandalosas.Si bien a menudo actúan para aliviar el dolor de los demás, su juego podría ser una forma de evitar el hecho de que realmente están destinados el uno al otro.",Jeux d'enfants,2003
"Cuenta la historia de la implacable búsqueda de una joven de una mujer joven de su prometido, que ha desaparecido de las trincheras del Somme durante la Primera Guerra Mundial.",Un long dimanche de fiançailles,2004
"Cuando su único amigo muere, un hombre nacido con enanismo se muda a la zona rural de Nueva Jersey para vivir una vida de soledad, solo para encontrarse con un conversador de perros calientes y una mujer que lidia con su propia pérdida personal.",The Station Agent,2003
